JMENO,POHLAVI,EKVIVALENC,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7,CLOVEK,ELF,TRPASLIK,HOBIT,KUDUK,BARBAR,KROLL,VALECNIK,HRANICAR,ALCHYMISTA,KOUZELNIK,ZLODEJ
Chani,F,,Chani,Chani,Chani,Chani,Chani,Chani,1,1,0,0,0,1,0,1,1,1,1,1
Channel,F,3049.0,Channel,Channel,Channel,Channel,Channel,Channel,1,1,0,0,0,1,0,1,1,1,1,1
Chantal,F,2887.0,Chantal,Chantal,Chantal,Chantal,Chantal,Chantal,1,1,0,0,0,1,0,1,1,1,1,1
Chantala,F,2887.0,Chantaly,Chantale,Chantalu,Chantalo,Chantale,Chantalou,1,1,0,0,0,1,0,1,1,1,1,1
Chantel,F,2887.0,Chantel,Chantel,Chantel,Chantel,Chantel,Chantel,1,1,0,0,0,1,0,1,1,1,1,1
Chantela,F,2887.0,Chantely,Chantele,Chantelu,Chantelo,Chantele,Chantelou,1,1,0,0,0,1,0,1,1,1,1,1
Chanter,M,,Chantera,Chanterovi,Chantera,Chantere,Chanterovi,Chanterem,1,1,0,1,1,1,0,1,1,1,1,1
Chanthalas,M,,Chanthalase,Chanthalasovi,Chanthalase,Chanthalasi,Chanthalasovi,Chanthalasem,1,1,0,0,0,1,0,1,1,1,1,1
Chaos,M,,Chaose,Chaosovi,Chaose,Chaosi,Chaosovi,Chaosem,1,1,0,0,0,0,0,1,1,1,1,1
Chappio,M,,Chappia,Chappiovi,Chappia,Chappio,Chappiovi,Chappiem,1,0,0,0,0,1,0,1,1,1,1,1
Chara,F,,Chary,Chare,Charu,Charo,Chare,Charou,1,1,1,0,0,1,0,1,1,1,1,1
Charack,M,,Characka,Charackovi,Characka,Characku,Charackovi,Charackem,1,0,1,0,0,1,0,1,1,1,1,1
Charak,M,,Charaka,Charakovi,Charaka,Charaku,Charakovi,Charakem,1,0,1,0,1,1,0,1,1,1,1,1
Charas,M,,Charase,Charasovi,Charase,Charasi,Charasovi,Charasem,1,0,1,1,1,1,0,1,1,1,1,1
Chareos,M,,Charea,Chareovi,Charea,Charee,Chareovi,Chareem,1,1,0,1,0,1,0,1,1,1,1,1
Charibdis,M,,Charibdise,Charibdisovi,Charibdise,Charibdisi,Charibdisovi,Charibdisem,1,0,0,1,1,1,0,1,1,1,1,1
Charice,F,,Charice,Charice,Charice,Charice,Charice,Charice,1,0,0,0,0,1,0,1,1,1,1,1
Charinje,F,,Charinje,Charinje,Charinje,Charinje,Charinje,Charinje,1,1,0,0,0,0,0,1,1,1,1,1
Charisma,F,,Charismy,Charisme,Charismu,Charismo,Charisme,Charismou,1,1,0,1,1,1,0,1,1,1,1,1
Charita,F,158.0,Charity,Charite,Charitu,Charito,Charite,Charitou,1,0,1,1,1,1,0,1,1,1,1,1
Charitka,F,158.0,Charitky,Charitce,Charitku,Charitko,Charitce,Charitkou,0,0,0,1,1,0,0,1,1,1,1,1
Charity,F,158.0,Charity,Charity,Charity,Charity,Charity,Charity,1,0,0,0,0,0,0,1,1,1,1,1
Charles,M,159.0,Charlese,Charlesovi,Charlese,Charlesi,Charlesovi,Charlesem,1,0,0,0,0,1,0,1,1,1,1,1
Charleston,M,,Charlestona,Charlestonovi,Charlestona,Charlestone,Charlestonovi,Charlestonem,1,0,0,0,0,1,0,1,1,1,1,1
Charley,F,143.0,Charley,Charley,Charley,Charley,Charley,Charley,1,0,0,0,0,1,0,1,1,1,1,1
Charley,M,159.0,Charleyho,Charleymu,Charleyho,Charley,Charleym,Charleym,1,0,0,0,0,1,0,1,1,1,1,1
Charlie,F,143.0,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,1,0,0,0,0,1,0,1,1,1,1,1
Charlie,M,159.0,Charlieho,Charliemu,Charlieho,Charlie,Charliem,Charliem,1,0,0,0,0,1,0,1,1,1,1,1
Charlotta,F,143.0,Charlotty,Charlotte,Charlottu,Charlotto,Charlotte,Charlottou,1,0,0,0,0,1,0,1,1,1,1,1
Charlotte,F,143.0,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,1,0,0,0,0,1,0,1,1,1,1,1
Charlton,M,,Charltona,Charltonovi,Charltona,Charltone,Charltonovi,Charltonem,1,0,0,0,0,1,0,1,1,1,1,1
Ch ron,M,,Ch rona,Ch ronovi,Ch rona,Ch rone,Ch ronovi,Ch ronem,1,1,1,1,1,1,1,1,1,1,1,1
Charos,M,,Charose,Charosovi,Charose,Charosi,Charosovi,Charosem,1,0,1,1,1,1,0,1,1,1,1,1
Charsi,F,,Charsi,Charsi,Charsi,Charsi,Charsi,Charsi,0,0,0,1,1,0,0,1,1,1,1,1
Charsi,M,,Charsiho,Charsimu,Charsiho,Charsi,Charsim,Charsim,0,0,0,1,1,0,0,1,1,1,1,1
Chas,M,159.0,Chase,Chasovi,Chase,Chasi,Chasovi,Chasem,1,0,0,0,0,1,1,1,1,1,1,1
Chase,M,,Chase,Chasovi,Chase,Chasi,Chasovi,Chasem,1,0,0,0,0,1,0,1,1,1,1,1
Chastita,F,2844.0,Chastity,Chastite,Chastitu,Chastito,Chastite,Chastitou,1,0,0,0,0,1,0,1,1,1,1,1
Chastity,F,2844.0,Chastity,Chastity,Chastity,Chastity,Chastity,Chastity,1,0,0,0,0,1,0,1,1,1,1,1
Chaz,M,,Chaze,Chazovi,Chaze,Chazi,Chazovi,Chazem,1,0,0,0,0,1,0,1,1,1,1,1
Chcikyj,M,2690.0,Chcikyje,Chcikyjovi,Chcikyje,Chcikyji,Chcikyjovi,Chcikyjem,0,0,0,0,0,0,1,1,1,1,1,1
ChcimĄrpokoj,M,,ChcimĄrpokoje,ChcimĄrpokojovi,ChcimĄrpokoje,ChcimĄrpokoji,ChcimĄrpokojovi,ChcimĄrpokojem,0,0,0,0,0,0,1,1,1,1,1,1
ChcimĄtklid,M,,ChcimĄtklida,ChcimĄtklidovi,ChcimĄtklida,ChcimĄtklide,ChcimĄtklidovi,ChcimĄtklidem,0,0,0,0,0,0,1,1,1,1,1,1
ChcimĄtsvatejpokoj,M,,ChcimĄtsvatejpokoje,ChcimĄtsvatejpokojovi,ChcimĄtsvatejpokoje,ChcimĄtsvatejpokoji,ChcimĄtsvatejpokojovi,ChcimĄtsvatejpokojem,0,0,0,0,0,0,1,1,1,1,1,1
Chelak,M,,Chelaka,Chelakovi,Chelaka,Chelaku,Chelakovi,Chelakem,1,0,1,1,1,1,0,1,1,1,1,1
Chelan,M,,Chelana,Chelanovi,Chelana,Chelane,Chelanovi,Chelanem,1,0,0,1,1,1,0,1,1,1,1,1
Chelsea,F,,Chelsey,Chelsee,Chelseu,Chelseo,Chelsee,Chelseou,1,0,0,0,0,1,0,1,1,1,1,1
Chemicus,M,1590.0,Chemicuse,Chemicusovi,Chemicuse,Chemicusi,Chemicosovi,Chemicusem,1,1,0,0,1,0,0,0,0,1,1,0
Chemikus,M,1590.0,Chemikuse,Chemikusovi,Chemikuse,Chemikusi,Chemikusovi,Chemikusem,1,0,1,0,1,1,1,1,1,1,1,1
Chen,F,3468.0,Chen,Chen,Chen,Chen,Chen,Chen,1,0,1,0,0,1,0,1,1,1,1,1
Chen,M,3469.0,Chena,Chenovi,Chena,Chene,Chenovi,Chenem,1,0,1,0,0,1,0,1,1,1,1,1
Chena,F,3468.0,Cheny,Chene,Chenu,Cheno,Chene,Chenou,1,0,1,0,0,1,0,1,1,1,1,1
Chenn,F,3468.0,Chenn,Chenn,Chenn,Chenn,Chenn,Chenn,1,0,1,0,0,1,0,1,1,1,1,1
Chenn,M,3469.0,Chenna,Chennovi,Chenna,Chenne,Chennovi,Chennem,1,0,1,0,0,1,0,1,1,1,1,1
Chenna,F,3468.0,Chenny,Chenne,Chennu,Chenno,Chenne,Chennou,1,0,1,0,0,1,0,1,1,1,1,1
Cheret,M,2218.0,Chereta,Cheretovi,Chereta,Cherete,Cheretovi,Cheretem,1,0,0,1,1,1,0,1,1,1,1,1
Cherett,M,2218.0,Cheretta,Cherettovi,Cheretta,Cherette,Cherettovi,Cherettem,1,0,0,0,0,1,0,1,1,1,1,1
Chergail,F,,Chergail,Chergail,Chergail,Chergail,Chergail,Chergail,0,1,1,0,0,0,0,1,1,1,1,1
Chergail,M,,Chergaila,Chergailovi,Chergaila,Chergaile,Chergailovi,Chergailem,0,1,1,0,0,0,0,1,1,1,1,1
Cheron,M,,Cherona,Cheronovi,Cherona,Cherone,Cheronovi,Cheronem,1,0,0,1,1,1,0,1,1,1,1,1
Cherry,F,158.0,Cherry,Cherry,Cherry,Cherry,Cherry,Cherry,1,1,0,0,0,0,0,1,1,1,1,1
Cheryl,F,,Cheryl,Cheryl,Cheryl,Cheryl,Cheryl,Cheryl,1,0,0,0,0,1,0,1,1,1,1,1
Chetita,F,,Chetity,Chetite,Chetitu,Chetito,Chetite,Chetitou,1,1,0,0,0,1,0,1,1,1,1,1
Cheyene,F,3207.0,Cheyene,Cheyene,Cheyene,Cheyene,Cheyene,Cheyene,1,1,0,0,0,1,0,1,1,1,1,1
Cheyenne,F,3207.0,Cheyenne,Cheyenne,Cheyenne,Cheyenne,Cheyenne,Cheyenne,1,1,0,0,0,1,0,1,1,1,1,1
Chiaia,F,,Chiaie,Chiaie,Chiaiu,Chiaio,Chiaie,Chiaiou,1,1,0,0,0,1,0,1,1,1,1,1
Chiara,F,,Chiary,Chiare,Chiaru,Chiaro,Chiare,Chiarou,1,1,0,0,0,1,0,1,1,1,1,1
Chiava,F,,Chiavy,Chiave,Chiavu,Chiavo,Chiave,Chiavou,1,1,1,0,0,1,0,1,1,1,1,1
Chiban,M,,Chibana,Chibanovi,Chibana,Chibane,Chibanovi,Chibanem,1,0,1,0,1,1,0,1,1,1,1,1
Chicko,M,2052.0,Chicka,Chickovi,Chicka,Chicko,Chickovi,Chickem,1,0,0,0,0,1,0,1,1,1,1,1
Chico,M,2052.0,Chica,Chicovi,Chica,Chico,Chicovi,Chicem,1,0,0,0,0,1,0,1,1,1,1,1
Chimra,F,,Chimry,Chimre,Chimru,Chimro,Chimre,Chimrou,1,0,0,0,0,1,1,1,1,1,1,1
China,F,3208.0,Chiny,Chine,Chinu,Chino,Chine,Chinou,1,1,0,0,0,1,0,1,1,1,1,1
Chinna,F,3208.0,Chinny,Chinne,Chinnu,Chinno,Chinne,Chinnou,1,1,0,0,0,1,0,1,1,1,1,1
Chirp,M,,Chirpa,Chirpovi,Chirpa,Chirpe,Chirpovi,Chirpem,1,0,1,0,0,1,1,1,1,1,1,1
Chirpa,F,,Chirpy,Chirpe,Chirpu,Chirpo,Chirpe,Chirpou,0,0,1,0,0,1,0,1,1,1,1,1
Chloe,F,3625.0,Chloe,Chloe,Chloe,Chloe,Chloe,Chloe,1,1,0,0,0,1,0,1,1,1,1,1
Chl˘e,F,3625.0,Chl˘e,Chl˘e,Chl˘e,Chl˘e,Chl˘e,Chl˘e,1,1,0,0,0,1,0,1,1,1,1,1
Chloupecek,M,160.0,Chloupecka,Chloupeckovi,Chloupecka,Chloupecku,Chloupeckovi,Chloupeckem,0,0,0,1,0,0,0,1,1,1,1,1
Chloupek,M,160.0,Chloupka,Chloupkovi,Chloupka,Chloupku,Chloupkovi,Chloupkem,0,0,0,1,0,0,0,1,1,1,1,1
Chlupohlav,M,,Chlupohlava,Chlupohlavovi,Chlupohlava,Chlupohlave,Chlupohlavovi,Chlupohlavem,0,0,0,1,0,0,0,1,1,1,1,1
ChlupomĄr,M,,ChlupomĄra,ChlupomĄrovi,ChlupomĄra,ChlupomĄre,ChlupomĄrovi,ChlupomĄrem,0,0,0,1,0,0,0,1,1,1,1,1
Chluponoh,M,,Chluponoha,Chluponohovi,Chluponoha,Chluponohu,Chluponohovi,Chluponohem,0,0,0,1,0,0,0,1,1,1,1,1
Chluposlav,M,,Chluposlava,Chluposlavovi,Chluposlava,Chluposlave,Chluposlavovi,Chluposlavem,0,0,0,1,0,0,0,1,1,1,1,1
Chluposlava,F,,Chluposlavy,Chluposlave,Chluposlavu,Chluposlavo,Chluposlave,Chluposlavou,0,0,0,1,0,0,0,1,1,1,1,1
Chmyrek,M,,Chmyrka,Chmyrkovi,Chmyrka,Chmyrku,Chmyrkovi,Chmyrkem,0,0,0,1,0,0,0,1,1,1,1,1
Chnap,M,,Chnapa,Chnapovi,Chnapa,Chnape,Chnapovi,Chnapem,0,0,0,1,0,0,1,1,1,1,1,1
Chor,M,3352.0,Chora,Chorovi,Chora,Chore,Chorovi,Chorem,1,1,1,0,0,1,0,1,1,1,1,1
Ch˘r,M,3352.0,Ch˘ra,Ch˘rovi,Ch˘ra,Ch˘re,Ch˘rovi,Ch˘rem,1,1,1,1,1,1,0,1,1,1,1,1
Chorus,M,3352.0,Chora,Chorovi,Chora,Chore,Chorovi,Chorem,1,1,1,0,0,1,0,1,1,1,1,1
Ch˘rus,M,3352.0,Ch˘ra,Ch˘rovi,Ch˘ra,Ch˘re,Ch˘rovi,Ch˘rem,1,1,1,0,0,1,0,1,1,1,1,1
Chozan,M,,Chozana,Chozanovi,Chozana,Chozane,Chozanovi,Chozanem,1,0,0,1,1,1,0,1,1,1,1,1
Chris,F,162.0,Chris,Chris,Chris,Chris,Chris,Chris,1,0,0,0,0,1,0,1,1,1,1,1
Chrissy,F,162.0,Chrissy,Chrissy,Chrissy,Chrissy,Chrissy,Chrissy,1,0,0,0,0,1,0,1,1,1,1,1
Christa,F,162.0,Christy,Christe,Christu,Christo,Christe,Christou,1,0,0,1,0,1,0,1,1,1,1,1
Christian,M,161.0,Christiana,Christianovi,Christiana,Christiane,Christianovi,Christianem,1,0,0,0,0,1,0,1,1,1,1,1
Christie,F,162.0,Christie,Christie,Christie,Christie,Christie,Christie,1,0,0,0,0,1,0,1,1,1,1,1
Christine,F,162.0,Christine,Christine,Christine,Christine,Christine,Christine,1,0,0,0,0,1,0,1,1,1,1,1
Christo,M,2967.0,Christa,Christovi,Christa,Christo,Christovi,Christem,1,0,0,0,0,1,0,1,1,1,1,1
Christus,M,2967.0,Christa,Christovi,Christa,Christe,Christovi,Christem,1,0,0,0,0,1,0,1,1,1,1,1
Christy,F,162.0,Christy,Christy,Christy,Christy,Christy,Christy,1,0,0,0,0,1,0,1,1,1,1,1
Chrml,M,,Chrmla,Chrmlovi,Chrmla,Chrmle,Chrmlovi,Chrmlem,0,0,1,0,0,1,1,1,1,1,1,1
Chrob k,M,,Chrob ka,Chrob kovi,Chrob ka,Chrob ku,Chrob kovi,Chrob kem,1,1,1,0,0,1,1,1,1,1,1,1
Chrtic,M,,Chrtice,Chrticovi,Chrtice,Chrtici,Chrticovi,Chrticem,1,0,0,1,1,1,1,1,1,1,1,1
Chrysamer,M,,Chrysamera,Chrysamerovi,Chrysamera,Chrysamere,Chrysamerovi,Chrysamerem,1,0,1,0,1,1,0,1,1,1,1,1
Chryzantma,F,,Chryzantmy,Chryzantme,Chryzantmu,Chryzantmo,Chryzantme,Chryzantmou,0,0,0,1,0,0,0,1,1,1,1,1
ChtĄtkyj,M,2690.0,ChtĄtkyje,ChtĄtkyjovi,ChtĄtkyje,ChtĄtkyji,ChtĄtkyjovi,ChtĄtkyjem,0,0,0,0,0,0,1,1,1,1,1,1
Chuan,M,163.0,Chuana,Chuanovi,Chuana,Chuane,Chuanovi,Chuanem,1,0,0,1,1,1,0,1,1,1,1,1
Chuanita,F,164.0,Chuanity,Chuanite,Chuanitu,Chuanito,Chuanite,Chuanitou,1,0,0,1,1,1,0,1,1,1,1,1
Chudobka,F,,Chudobky,Chudobce,Chudobku,Chudobko,Chudobce,Chudobkou,0,1,0,1,0,0,0,1,1,1,1,1
Chulig n,M,2698.0,Chulig na,Chulig novi,Chulig na,Chulig ne,Chulig novi,Chulig nem,0,0,0,0,0,0,1,1,1,1,1,1
Chuligos,M,2698.0,Chuligose,Chuligosovi,Chuligose,Chuligosi,Chuligosovi,Chuligosem,0,0,0,0,0,0,1,1,1,1,1,1
Chuwak,M,,Chuwaka,Chuwakovi,Chuwaka,Chuwaku,Chuwakovi,Chuwakem,1,0,1,0,0,1,0,1,1,1,1,1
Chvost,M,,Chvosta,Chvostovi,Chvosta,Chvoste,Chvostovi,Chvostem,1,0,1,1,0,1,1,1,1,1,1,1
Chylos,M,,Chyla,Chylovi,Chyla,Chyle,Chylovi,Chylem,1,1,0,0,0,1,0,1,1,1,1,1
Chyna,F,3208.0,Chyny,Chyne,Chynu,Chyno,Chyne,Chynou,1,1,0,0,0,1,0,1,1,1,1,1
Chynna,F,3208.0,Chynny,Chynne,Chynnu,Chynno,Chynne,Chynnou,1,1,0,0,0,1,0,1,1,1,1,1
Cia,F,,Cie,Cie,Ciu,Cio,Cie,Ciou,1,1,0,0,0,0,0,1,1,1,1,1
Cid,M,,Cida,Cidovi,Cida,Cide,Cidovi,Cidem,1,0,0,0,0,1,1,1,1,1,1,1
Cidar,M,,Cidara,Cidarovi,Cidara,Cidare,Cidarovi,Cidarem,1,0,0,1,0,0,0,1,1,1,1,1
Cidara,F,,Cidary,Cidare,Cidaru,Cidaro,Cidare,Cidarou,1,0,0,1,0,0,0,1,1,1,1,1
Cignessa,F,,Cignessy,Cignesse,Cignessu,Cignesso,Cignesse,Cignessou,1,1,0,0,0,0,0,1,1,1,1,1
Ciia,F,,Ciie,Ciie,Ciiu,Ciio,Ciie,Ciiou,0,1,0,0,0,0,0,1,1,1,1,1
Cik da,F,,Cik dy,Cik de,Cik du,Cik do,Cik de,Cik dou,1,1,0,1,0,1,1,1,1,1,1,1
Cikiza,F,,Cikizy,Cikize,Cikizu,Cikizo,Cikize,Cikizou,1,1,0,0,0,0,0,1,1,1,1,1
Cikorka,F,,Cikorky,Cikorce,Cikorku,Cikorko,Cikorce,Cikorkou,1,0,0,1,1,0,1,1,1,1,1,1
Cikorka,M,,Cikorky,Cikorkovi,Cikorku,Cikorko,Cikorkovi,Cikorkou,1,0,0,1,1,0,1,1,1,1,1,1
Cilia,F,165.0,Cilie,Cilie,Ciliu,Cilio,Cilie,Ciliou,1,1,0,0,0,0,0,1,1,1,1,1
CĄlie,F,165.0,CĄlie,CĄlii,CĄlii,CĄlie,CĄlii,CĄliĄ,1,1,0,1,1,1,0,1,1,1,1,1
Cimbal rie,F,,Cimbal rie,Cimbal rii,Cimbal rii,Cimbal rie,Cimbal rii,Cimbal riĄ,1,1,0,1,1,1,0,1,1,1,1,1
Cimbur,M,,Cimbura,Cimburovi,Cimbura,Cimbure,Cimburovi,Cimburem,1,0,0,1,1,1,0,1,1,1,1,1
CimbŁrie,F,,CimbŁrie,CimbŁrii,CimbŁrii,CimbŁrie,CimbŁrii,CimbŁriĄ,1,0,0,1,1,1,0,1,1,1,1,1
Cimeria,F,,Cimerie,Cimerie,Cimeriu,Cimerio,Cimerie,Cimeriou,1,1,0,0,0,1,0,1,1,1,1,1
Cimoril,F,,Cimoril,Cimoril,Cimoril,Cimoril,Cimoril,Cimoril,1,1,0,0,0,1,0,1,1,1,1,1
Cimoril,M,,Cimorila,Cimorilovi,Cimorila,Cimorile,Cimorilovi,Cimorilem,1,1,0,0,0,1,0,1,1,1,1,1
Cimprlich,M,,Cimprlicha,Cimprlichovi,Cimprlicha,Cimprlichu,Cimprlichovi,Cimprlichem,0,0,1,0,0,1,1,1,1,1,1,1
Cimura,F,166.0,Cimura,Cimure,Cimuru,Cimuro,Cimure,Cimurou,1,1,0,1,1,1,0,1,1,1,1,1
Cimuria,F,166.0,Cimurie,Cimurie,Cimuriu,Cimurio,Cimuri,Cimuriou,1,1,0,0,0,1,0,1,1,1,1,1
Cimurie,F,166.0,Cimurie,Cimurii,Cimurii,Cimurie,Cimurii,CimuriĄ,1,1,0,1,1,1,0,1,1,1,1,1
Cincibuch,M,,Cincibucha,Cincibuchovi,Cincibucha,Cincibuchu,Cincibuchovi,Cincibuchem,1,0,1,0,1,1,0,1,1,1,1,1
Cinderela,F,167.0,Cinderely,Cinderele,Cinderelu,Cinderelo,Cinderele,Cinderelou,1,1,0,0,0,0,0,1,1,1,1,1
Cinderella,F,167.0,Cinderelly,Cinderelle,Cinderellu,Cinderello,Cinderelle,Cinderellou,1,1,0,0,0,0,0,1,1,1,1,1
Cindi,F,168.0,Cindi,Cindi,Cindi,Cindi,Cindi,Cindi,1,0,0,1,1,1,0,1,1,1,1,1
Cindy,F,168.0,Cindy,Cindy,Cindy,Cindy,Cindy,Cindy,1,0,0,1,1,1,0,1,1,1,1,1
Cintra,F,,Cintry,Cintre,Cintru,Cintro,Cintre,Cintrou,1,1,0,1,1,1,0,1,1,1,1,1
CipĄsek,M,,CipĄska,CipĄskovi,CipĄska,CipĄsku,CipĄskovi,CipĄskem,1,0,0,1,1,1,1,1,1,1,1,1
Cipria,F,169.0,Ciprie,Ciprie,Cipriu,Ciprio,Ciprie,Cipriou,1,1,0,0,0,0,0,1,1,1,1,1
Ciprie,F,169.0,Ciprie,Ciprii,Ciprii,Ciprie,Ciprii,CipriĄ,1,1,0,1,1,1,0,1,1,1,1,1
Circia,F,170.0,Circie,Circie,Circiu,Circio,Circie,Circiou,1,1,0,0,0,0,0,1,1,1,1,1
Circya,F,170.0,Circye,Circye,Circyu,Circyo,Circye,Circyou,1,1,0,0,0,0,0,1,1,1,1,1
CĄrdan,M,,CĄrdana,CĄrdanovi,CĄrdana,CĄrdane,CĄrdanovi,CĄrdanem,1,1,0,0,0,0,0,1,1,1,1,1
Cirgon,M,,Cirgona,Cirgonovi,Cirgona,Cirgone,Cirgonovi,Cirgonem,1,1,1,0,0,1,0,1,1,1,1,1
Ciri,F,172.0,Ciri,Ciri,Ciri,Ciri,Ciri,Ciri,1,1,0,1,1,0,0,1,1,1,1,1
Ciria,F,171.0,Cirie,Cirie,Ciriu,Cirio,Cirie,Ciriou,1,1,0,0,0,0,0,1,1,1,1,1
CĄria,F,171.0,CĄrie,CĄrii,CĄriu,CĄrio,CĄrie,CĄriou,1,1,0,1,1,0,0,1,1,1,1,1
Ciriaco,M,,Ciriaca,Ciriacovi,Ciriaca,Ciriaco,Ciriacovi,Ciriacem,0,1,0,0,0,0,0,1,1,1,1,1
CĄrian,F,,CĄrian,CĄrian,CĄrian,CĄrian,CĄrian,CĄrian,0,1,0,0,0,0,0,1,1,1,1,1
Ciriatan,M,1828.0,Ciriatana,Ciriatanovi,Ciriatana,Ciriatane,Ciriatanovi,Ciriatanem,0,1,0,0,0,0,0,1,1,1,1,1
CĄriatan,M,1828.0,CĄriatana,CĄriatanovi,CĄriatana,CĄriatane,CĄriatanovi,CĄriatanem,0,1,0,0,0,0,0,1,1,1,1,1
CĄrie,F,171.0,CĄrie,CĄrii,CĄrii,CĄrie,CĄrii,CĄriĄ,1,1,0,1,1,0,0,1,1,1,1,1
Cirila,F,173.0,Cirily,Cirile,Cirilu,Cirilo,Cirile,Cirilou,1,1,0,1,1,1,0,1,1,1,1,1
Cirilla,F,173.0,Cirilly,Cirille,Cirillu,Cirillo,Cirille,Cirillou,1,1,0,1,0,1,0,1,1,1,1,1
Cirillo,M,211.0,Cirilla,Cirillovi,Cirilla,Cirillo,Cirillovi,Cirillem,1,0,0,0,0,1,0,1,1,1,1,1
Cirilo,M,211.0,Cirila,Cirilovi,Cirila,Cirilo,Cirilovi,Cirilem,1,0,0,0,0,1,0,1,1,1,1,1
Cirion,M,174.0,Ciriona,Cirionovi,Ciriona,Cirione,Cirionovi,Cirionem,1,1,0,0,0,0,0,1,1,1,1,1
CĄrion,M,174.0,CĄriona,CĄrionovi,CĄriona,CĄrione,CĄrionovi,CĄrionem,0,1,0,0,0,0,0,1,1,1,1,1
Cirri,F,172.0,Cirri,Cirri,Cirri,Cirri,Cirri,Cirri,1,1,0,1,1,0,0,1,1,1,1,1
Ciryatan,M,1828.0,Ciryatana,Ciryatanovi,Ciryatana,Ciryatane,Ciryatanovi,Ciryatanem,0,1,0,0,0,0,0,1,1,1,1,1
CĄryatan,M,1828.0,CĄryatana,CĄryatanovi,CĄryatana,CĄryatane,CĄryatanovi,CĄryatanem,0,1,0,0,0,0,0,1,1,1,1,1
Ciryon,M,174.0,Ciryona,Ciryonovi,Ciryona,Ciryone,Ciryonovi,Ciryonem,1,1,0,0,0,0,0,1,1,1,1,1
Cithrandia,F,,Cithrandie,Cithrandie,Cithrandiu,Cithrandio,Cithrandie,Cithrandiou,1,1,0,0,0,0,0,1,1,1,1,1
Citril,M,,Citrila,Cirtilovi,Cirtila,Citrile,Citrilovi,Citrilem,1,1,0,1,1,0,0,1,1,1,1,1
Citrila,F,,Citrily,Citrile,Citrilu,Citrilo,Citrile,Citrilou,1,1,0,1,1,0,0,1,1,1,1,1
CitrĄna,F,175.0,CitrĄny,CitrĄne,CitrĄnu,CitrĄno,CitrĄne,CitrĄnou,0,0,0,0,1,0,0,1,1,1,1,1
CitrĄnka,F,175.0,CitrĄnky,CitrĄnce,CitrĄnku,CitrĄnko,CitrĄnce,CitrĄnkou,0,0,0,1,1,0,0,1,1,1,1,1
Citr˘n,M,,Citr˘na,Citr˘novi,Citr˘na,Citr˘ne,Citr˘novi,Citr˘nem,1,0,0,1,1,1,1,1,1,1,1,1
Civril,M,,Civrila,Civrilovi,Civrila,Civrile,Civrilovi,Civrilem,1,1,0,1,1,0,0,1,1,1,1,1
Civrila,F,,Civrily,Civrile,Civrilu,Civrilo,Civrile,Civrilou,1,1,0,1,1,0,0,1,1,1,1,1
Ckeita,F,,Ckeity,Ckeite,Ckeitu,Ckeito,Ckeite,Ckeitou,1,1,0,0,0,0,0,1,1,1,1,1
Claire,F,662.0,Claire,Claire,Claire,Claire,Claire,Claire,1,0,0,0,0,1,0,1,1,1,1,1
Clancy,F,,Clancy,Clancy,Clancy,Clancy,Clancy,Clancy,1,0,0,0,0,1,0,1,1,1,1,1
Clancy,M,,Clancyho,Clancymu,Clancyho,Clancy,Clancym,Clancym,1,0,0,0,0,1,0,1,1,1,1,1
Clanker,M,,Clankera,Clankerovi,Clankera,Clankere,Clankerovi,Clankerem,1,1,0,0,0,1,0,1,1,1,1,1
Clare,F,662.0,Clare,Clare,Clare,Clare,Clare,Clare,1,0,0,0,0,1,0,1,1,1,1,1
Claret,F,662.0,Claret,Claret,Claret,Claret,Claret,Claret,1,0,0,0,0,1,0,1,1,1,1,1
Clari,F,,Clari,Clari,Clari,Clari,Clari,Clari,1,0,0,0,0,1,0,1,1,1,1,1
Clari,M,,Clariho,Clarimu,Clariho,Clari,Clarim,Clarim,1,0,0,0,0,1,0,1,1,1,1,1
Clasidine,F,3263.0,Clasidine,Clasidine,Clasidine,Clasidine,Clasidine,Clasidine,0,1,1,0,0,0,0,1,1,1,1,1
Classidine,F,3263.0,Classidine,Classidine,Classidine,Classidine,Classidine,Classidine,0,1,1,0,0,0,0,1,1,1,1,1
Clathos,M,,Clatha,Clathovi,Clatha,Clathu,Clathovi,Clathem,1,1,0,0,0,0,0,1,1,1,1,1
Claudia,F,176.0,Claudie,Claudii,Claudiu,Claudio,Claudii,Claudiou,1,1,0,0,0,1,0,1,1,1,1,1
Claudiano,M,177.0,Claudiana,Claudianovi,Claudiana,Claudiano,Claudianovi,Claudianem,1,1,0,0,0,1,0,1,1,1,1,1
Claudio,M,177.0,Claudia,Claudiovi,Claudia,Claudio,Claudiovi,Claudiem,1,1,0,0,0,1,0,1,1,1,1,1
Claudius,M,177.0,Claudia,Claudiovi,Claudia,Claudie,Claudiovi,Claudiem,1,1,0,0,0,1,0,1,1,1,1,1
Claus,M,2054.0,Clause,Clausovi,Clause,Clausi,Clausovi,Clausem,1,0,0,0,0,1,0,1,1,1,1,1
Claves,M,,Clavese,Clavesovi,Clavese,Clavesi,Clavesovi,Clavesem,1,1,0,1,0,1,0,1,1,1,1,1
